canonical_key,term_de,article,pos,translations_ja,translations_en,prateritum,partizip_ii,plural,notes,levels,sources,categories
stärke,die Stärke,die,noun,強み／力,strength / strong point,,,die Stärken,,B1,german_vocab_master.xlsx,noun | B1
stäubchen,das Stäubchen,das,noun,ちりの粒,tiny speck of dust / particle,,,die Stäubchen,,B1,german_vocab_master.xlsx,noun | B1
stück,das Stück,das,noun,劇／一部,"play, piece",,,die Stücke,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
subtil,subtil,,adj,繊細な,subtle,,,,,C1,german_vocab_master.xlsx,adj | C1
suchen,suchen,,verb,探す,to search,suchte,hat gesucht,,,A1,german_vocab_master.xlsx,verb | A1
summe,die Summe,die,noun,合計,"sum, total",,,die Summen,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
super,super,,adj,最高の,super,,,,,A2,german_vocab_master.xlsx,adj | A2
suppe,die Suppe,die,noun,スープ,soup,,,die Suppen,,A1,german_vocab_master.xlsx,Essen | noun | A1
sympathie,die Sympathie,die,noun,好感,sympathy,,,die Sympathien,,B2,german_vocab_master.xlsx,Gefühle | noun | B2
sympathisch,sympathisch,,adj,感じのよい,likable,,,,,A2,german_vocab_master.xlsx,Gefühle | adj | A2
sämtlich,sämtlich,,adj,すべての／一切の,all / entire / complete,,,,,B1,german_vocab_master.xlsx,adj | B1
süß,süß,,adj,甘い,sweet,,,,,A2,german_vocab_master.xlsx,Essen | adj | A2
t-shirt,das T-Shirt,das,noun,Tシャツ,T-shirt,,,die T-Shirts,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
tablet,das Tablet,das,noun,タブレット,tablet,,,die Tablets,,A2,german_vocab_master.xlsx,noun | A2
tablette,die Tablette,die,noun,錠剤,"pill, tablet",,,die Tabletten,,A1,german_vocab_master.xlsx,Gesundheit | noun | A1
tafel,die Tafel,die,noun,黒板／表,"board, table",,,die Tafeln,,A1,german_vocab_master.xlsx,Schule | Farben | noun | A1
tag,der Tag,der,noun,日,day,,,die Tage,,A1,german_vocab_master.xlsx,Zeit | noun | A1
tagesordnung,die Tagesordnung,die,noun,議題／日程,agenda / order of the day,,,die Tagesordnungen,,B1,german_vocab_master.xlsx,Zeit | noun | B1
tal,das Tal,das,noun,谷,valley,,,die Täler,,A2,german_vocab_master.xlsx,noun | A2
tante,die Tante,die,noun,おば,aunt,,,die Tanten,,A1,german_vocab_master.xlsx,Familie | noun | A1
tanzen,tanzen,,verb,踊る,to dance,tanzte,hat getanzt,,,A1,german_vocab_master.xlsx,Freizeit | verb | A1
tasche,die Tasche,die,noun,バッグ／ポケット,"bag, pocket",,,die Taschen,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
tastatur,die Tastatur,die,noun,キーボード,keyboard,,,die Tastaturen,,A2,german_vocab_master.xlsx,noun | A2
tatkraft,die Tatkraft,die,noun,行動力,drive,,,,,C1,german_vocab_master.xlsx,noun | C1
tatsache,die Tatsache,die,noun,事実,fact,,,die Tatsachen,,B1,german_vocab_master.xlsx,noun | B1
tauchen,tauchen,,verb,潜る,to dive / submerge,tauchte,getaucht,,,B1,german_vocab_master.xlsx,verb | B1
tausend,tausend,,num,1000,thousand,,,,,A1,german_vocab_master.xlsx,num | A1
taxi,das Taxi,das,noun,タクシー,taxi,,,die Taxis,,A1,german_vocab_master.xlsx,Verkehr | noun | A1
team,das Team,das,noun,チーム,team,,,die Teams,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
technik,die Technik,die,noun,技術／工学,"technology, technique",,,die Techniken,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
technisch,technisch,,adj,技術的な,technical,,,,,B2,german_vocab_master.xlsx,Wissenschaft | adj | B2
technologie,die Technologie,die,noun,技術,technology,,,die Technologien,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
tee,der Tee,der,noun,茶,tea,,,die Tees,,A1,german_vocab_master.xlsx,Essen | noun | A1
teil,der Teil,der,noun,部分／一部,part / portion,,,die Teile,,B1,german_vocab_master.xlsx,Zeit | noun | B1
teilen,teilen,,verb,分ける／共有する,"to share, to divide",teilte,hat geteilt,,,A2,german_vocab_master.xlsx,Zeit | verb | A2
teilnahme,die Teilnahme,die,noun,参加,participation,,,,,B2,german_vocab_master.xlsx,noun | B2
teilnahmegebühr,die Teilnahmegebühr,die,noun,参加費,participation fee / registration fee,,,die Teilnahmegebühren,,B1,german_vocab_master.xlsx,noun | B1
teilnehmen,teilnehmen,,verb,参加する,to take part,nahm teil,hat teilgenommen,,irregular,B2,german_vocab_master.xlsx,verb | B2
teilnehmer,der Teilnehmer,der,noun,参加者,participant,,,die Teilnehmer,,B2,german_vocab_master.xlsx,noun | B2
telefon,das Telefon,das,noun,電話,telephone,,,die Telefone,,A1,german_vocab_master.xlsx,noun | A1
telefonieren,telefonieren,,verb,電話する,to telephone,telefonierte,hat telefoniert,,,A1,german_vocab_master.xlsx,verb | A1
telefonnummer,die Telefonnummer,die,noun,電話番号,phone number,,,die Telefonnummern,,A2,german_vocab_master.xlsx,noun | A2
tempel,der Tempel,der,noun,寺院,temple,,,die Tempel,,A2,german_vocab_master.xlsx,noun | A2
tennisplatz,der Tennisplatz,der,noun,テニスコート,tennis court,,,die Tennisplätze,,A2,german_vocab_master.xlsx,Kleidung | noun | A2
teppich,der Teppich,der,noun,じゅうたん,carpet,,,die Teppiche,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
termin,die Termin,der,noun,予約／約束 | 予定,appointment,,,die Termine,,A1 | A2,german_vocab_master.xlsx,Arbeit | Zeit | noun | A1 | A2
terrasse,die Terrasse,die,noun,テラス,terrace,,,die Terrassen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
test,der Test,der,noun,テスト,test,,,die Tests,,A1,german_vocab_master.xlsx,Schule | noun | A1
teuer,teuer,,adj,高い（値段）,expensive,,,,,A1,german_vocab_master.xlsx,Einkaufen | adj | A1
theater,das Theater,das,noun,劇場,theater,,,die Theater,,A1,german_vocab_master.xlsx,Freizeit | noun | A1
theorie,die Theorie,die,noun,理論,theory,,,die Theorien,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
therapie,die Therapie,die,noun,治療,therapy,,,die Therapien,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
these,die These,die,noun,テーゼ,thesis,,,die Thesen,,B2,german_vocab_master.xlsx,noun | B2
ticket,das Ticket,das,noun,チケット,ticket,,,die Tickets,,A1,german_vocab_master.xlsx,Reisen | noun | A1
tief,tief,,adj,深い,deep,,,,,A2,german_vocab_master.xlsx,adj | A2
tiefgreifend,tiefgreifend,,adj,根本的な,profound,,,,,C1,german_vocab_master.xlsx,adj | C1
tiefsee,die Tiefsee,die,noun,深海,deep sea,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
tier,das Tier,das,noun,動物,animal,,,die Tiere,,A2,german_vocab_master.xlsx,noun | A2
tisch,der Tisch,der,noun,テーブル／机 | テーブル,table,,,die Tische,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
tochter,die Tochter,die,noun,娘,daughter,,,die Töchter,,A1,german_vocab_master.xlsx,Familie | noun | A1
tod,der Tod,der,noun,死,death,,,,,A2,german_vocab_master.xlsx,noun | A2
toilette,die Toilette,die,noun,トイレ,toilet,,,die Toiletten,,A1,german_vocab_master.xlsx,noun | A1
toleranz,die Toleranz,die,noun,寛容,tolerance,,,die Toleranzen,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
tolerieren,tolerieren,,verb,容認する,to tolerate,tolerierte,hat toleriert,,,C1,german_vocab_master.xlsx,Gesellschaft | verb | C1
toll,toll,,adj,すごい,great,,,,,A2,german_vocab_master.xlsx,adj | A2
tomate,die Tomate,die,noun,トマト,tomato,,,die Tomaten,,A1,german_vocab_master.xlsx,Essen | noun | A1
tonart,die Tonart,die,noun,調（音楽）,key (music) / tone / manner,,,die Tonarten,,B1,german_vocab_master.xlsx,Freizeit | noun | B1
tor,das Tor,das,noun,ゴール／門,"goal, gate",,,die Tore,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
torte,die Torte,die,noun,タルト,"tart, cake",,,die Torten,,A2,german_vocab_master.xlsx,Essen | noun | A2
tourist,der Tourist,der,noun,観光客,tourist,,,die Touristen,n-decl,A2,german_vocab_master.xlsx,Reisen | noun | A2
tradition,die Tradition,die,noun,伝統,tradition,,,die Traditionen,,A2,german_vocab_master.xlsx,noun | A2
traditionell,traditionell,,adj,伝統的な,traditional,,,,,A2,german_vocab_master.xlsx,adj | A2
tragweite,die Tragweite,die,noun,重大さ／影響範囲,"magnitude, impact",,,die Tragweiten,,C1,german_vocab_master.xlsx,noun | C1
trainer,der Trainer,der,noun,コーチ,coach,,,die Trainer,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
trainieren,trainieren,,verb,訓練する,to train,trainierte,hat trainiert,,,A2,german_vocab_master.xlsx,Verkehr | verb | A2
transparent,transparent,,adj,透明な,transparent,,,,,B2,german_vocab_master.xlsx,adj | B2
traube,die Traube,die,noun,ブドウ,grape,,,die Trauben,,A2,german_vocab_master.xlsx,Essen | noun | A2
trauer,die Trauer,die,noun,悲しみ,sorrow,,,,,B2,german_vocab_master.xlsx,Gefühle | noun | B2
trauern,trauern,,verb,悲しむ,to mourn,trauerte,hat getrauert,,,B2,german_vocab_master.xlsx,Gefühle | verb | B2
traurig,traurig,,adj,悲しい,sad,,,,,A1,german_vocab_master.xlsx,Gefühle | adj | A1
treffen,treffen,,verb,会う,to meet,traf,hat getroffen,,,A1,german_vocab_master.xlsx,verb | A1
treiben,treiben,,verb,（スポーツを）する,to do (sport),trieb,hat getrieben,,irregular,A2,german_vocab_master.xlsx,Freizeit | verb | A2
treibhausgase,die Treibhausgase,die,noun,温室効果ガス,greenhouse gases,,,,plural,B2,german_vocab_master.xlsx,Umwelt | noun | B2
trennen,trennen,,verb,切断する,"to disconnect, to separate",trennte,hat getrennt,,,A2,german_vocab_master.xlsx,verb | A2
treppe,die Treppe,die,noun,階段,staircase,,,die Treppen,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
treppenhaus,das Treppenhaus,das,noun,階段室,stairwell / staircase,,,die Treppenhäuser,,B1,german_vocab_master.xlsx,noun | B1
trick,der Trick,der,noun,トリック／策略,trick / ruse,,,die Tricks,,B1,german_vocab_master.xlsx,noun | B1
triftig,triftig,,adj,もっともな,valid,,,,,C1,german_vocab_master.xlsx,adj | C1
trinken,trinken,,verb,飲む,to drink,trank,hat getrunken,,,A1,german_vocab_master.xlsx,Essen | verb | A1
trocken,trocken,,adj,乾いた,dry,,,,,A2,german_vocab_master.xlsx,adj | A2
trotz,trotz,,prep,～にもかかわらず,despite,,,,+Gen,A2,german_vocab_master.xlsx,prep | A2
trotzdem,trotzdem,,adv,それでも,nevertheless,,,,,A2,german_vocab_master.xlsx,adv | A2
träumen von (+dat.),träumen von (+Dat.),,verb,〜を夢見る,to dream of,träumte,geträumt,,,B1,german_vocab_master.xlsx,verb | B1
tschüs,Tschüs,,interj,じゃあね／バイバイ,bye,,,,casual farewell,A1,german_vocab_master.xlsx,interj | A1
tun,tun,,verb,する,to do,tat,hat getan,,,A1,german_vocab_master.xlsx,verb | A1
turnier,das Turnier,das,noun,トーナメント,tournament,,,die Turniere,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
tutor,der Tutor,der,noun,チューター,tutor,,,die Tutoren,,B2,german_vocab_master.xlsx,Bildung | noun | B2
typisch,typisch,,adj,典型的な,typical,,,,,A2,german_vocab_master.xlsx,adj | A2
täuschen,täuschen,,verb,騙す,to deceive,täuschte,hat getäuscht,,,C1,german_vocab_master.xlsx,verb | C1
täuschung,die Täuschung,die,noun,錯覚／欺き,deception,,,die Täuschungen,,C1,german_vocab_master.xlsx,noun | C1
tür,die Tür,die,noun,ドア,door,,,die Türen,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
u-bahn,die U-Bahn,die,noun,地下鉄,subway,,,die U-Bahnen,,A2,german_vocab_master.xlsx,Verkehr | noun | A2
uhr,die Uhr,die,noun,時計／〜時,"clock, hour",,,die Uhren,,A1,german_vocab_master.xlsx,Zeit | noun | A1
um,um,,prep,〜の周り／〜時に,"around, at (time)",,,,+ Akk.,A1,german_vocab_master.xlsx,prep | A1
"um so mehr, als","um so mehr, als",,phrase,なおさら～,"all the more, as",,,,,C1,german_vocab_master.xlsx,phrase | C1
umfassend,umfassend,,adj,包括的な,comprehensive,,,,,C1,german_vocab_master.xlsx,adj | C1
umfeld,das Umfeld,das,noun,周囲の環境,environment / surroundings / context,,,die Umfelder,,B1,german_vocab_master.xlsx,noun | B1
umgebung,die Umgebung,die,noun,周辺／環境,surroundings / vicinity / environment,,,die Umgebungen,,B1,german_vocab_master.xlsx,noun | B1
umgehen mit (+dat.),umgehen mit (+Dat.),,verb,〜に対処する,to deal with / handle,ging um,umgegangen,,,B1,german_vocab_master.xlsx,verb | B1
umgehungsstraße,die Umgehungsstraße,die,noun,バイパス道路,bypass road,,,die Umgehungsstraßen,,B1,german_vocab_master.xlsx,Verkehr | noun | B1
umsatz,der Umsatz,der,noun,売上,turnover,,,die Umsätze,,B2,german_vocab_master.xlsx,Wirtschaft | noun | B2
umschlag,der Umschlag,der,noun,封筒,envelope,,,die Umschläge,,A2,german_vocab_master.xlsx,noun | A2
umsetzen,umsetzen,,verb,実行する,to implement,setzte um,hat umgesetzt,,,C1,german_vocab_master.xlsx,verb | C1
umsetzung,die Umsetzung,die,noun,実施,implementation,,,die Umsetzungen,,C1,german_vocab_master.xlsx,noun | C1
umso,umso,,adv,ますます,all the more,,,,,C1,german_vocab_master.xlsx,adv | C1
umsonst,umsonst,,adv,無料で／無駄に,for free / in vain,,,,,B1,german_vocab_master.xlsx,adv | B1
umsteigen,umsteigen,,verb,乗り換える,to change (transport) / switch to,stieg um,umgestiegen,,,B1,german_vocab_master.xlsx,verb | B1
umtauschen,umtauschen,,verb,交換する,to exchange,tauschte um,hat umgetauscht,,,A2,german_vocab_master.xlsx,Einkaufen | verb | A2
umwelt,die Umwelt,die,noun,環境,environment,,,,,A2,german_vocab_master.xlsx,noun | A2
umweltpolitik,die Umweltpolitik,die,noun,環境政策,environmental policy,,,,,C1,german_vocab_master.xlsx,Politik | Umwelt | noun | C1
umweltschutz,der Umweltschutz,der,noun,環境保護,environmental protection,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
umweltverschmutzung,die Umweltverschmutzung,die,noun,環境汚染,environmental pollution,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
umziehen,umziehen,,verb,引っ越す,to move (house),zog um,ist umgezogen,,irregular,A2,german_vocab_master.xlsx,Wohnen | verb | A2
umzug,der Umzug,der,noun,引っ越し,move,,,die Umzüge,,A2,german_vocab_master.xlsx,Wohnen | noun | A2
unabdingbar,unabdingbar,,adj,必要不可欠な,indispensable,,,,,C1,german_vocab_master.xlsx,adj | C1
unangenehm,unangenehm,,adj,不快な,unpleasant / uncomfortable,,,,,B1,german_vocab_master.xlsx,adj | B1
unantastbar,unantastbar,,adj,不可侵の,inviolable / untouchable / sacrosanct,,,,,B1,german_vocab_master.xlsx,adj | B1
unauffällig,unauffällig,,adj,目立たない,inconspicuous,,,,,C1,german_vocab_master.xlsx,adj | C1
unbestreitbar,unbestreitbar,,adj,否定できない,indisputable,,,,,C1,german_vocab_master.xlsx,adj | C1
und,und,,conj,そして,and,,,,,A1,german_vocab_master.xlsx,conj | A1
unentbehrlich,unentbehrlich,,adj,不可欠な,indispensable,,,,,C1,german_vocab_master.xlsx,adj | C1
unfreundlich,unfreundlich,,adj,不親切な,unfriendly,,,,,A2,german_vocab_master.xlsx,Familie | adj | A2
ungar,der Ungar,der,noun,ハンガリー人,Hungarian (person),,,die Ungarn,,B1,german_vocab_master.xlsx,noun | B1
ungeachtet,ungeachtet,,prep,～にもかかわらず,regardless of,,,,+Gen,C1,german_vocab_master.xlsx,prep | C1
ungeduldig,ungeduldig,,adj,せっかちな,impatient,,,,,B1,german_vocab_master.xlsx,adj | B1
ungefähr,ungefähr,,adv,おおよそ,approximately,,,,,A2,german_vocab_master.xlsx,adv | A2
ungerechtigkeit,die Ungerechtigkeit,die,noun,不公正,injustice,,,die Ungerechtigkeiten,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
ungewöhnlich,ungewöhnlich,,adj,珍しい,unusual / extraordinary,,,,,B1,german_vocab_master.xlsx,adj | B1
ungleichheit,die Ungleichheit,die,noun,不平等,inequality,,,die Ungleichheiten,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
universität,die Universität,die,noun,大学,university,,,die Universitäten,,A1,german_vocab_master.xlsx,Schule | noun | A1
unklar,unklar,,adj,不明確な,unclear,,,,,B2,german_vocab_master.xlsx,adj | B2
unmöglich,unmöglich,,adj,不可能な,impossible,,,,,A2,german_vocab_master.xlsx,adj | A2
unrealistisch,unrealistisch,,adj,非現実的な,unrealistic,,,,,B2,german_vocab_master.xlsx,adj | B2
unser,unser,,pron,私たちの,our,,,,,A1,german_vocab_master.xlsx,pron | A1
unsicher,unsicher,,adj,不確かな,unsure,,,,,A2,german_vocab_master.xlsx,adj | A2
unstrittig,unstrittig,,adj,議論の余地のない,uncontroversial,,,,,C1,german_vocab_master.xlsx,adj | C1
unsympathisch,unsympathisch,,adj,感じの悪い,unlikable,,,,,A2,german_vocab_master.xlsx,adj | A2
unten,unten,,adv,下に,below,,,,,A1,german_vocab_master.xlsx,adv | A1
unter,unter,,prep,〜の下に,under,,,,+ Akk./Dat.,A1,german_vocab_master.xlsx,prep | A1
unter dem strich,unter dem Strich,,phrase,結論として,at the end of the day,,,,,C1,german_vocab_master.xlsx,phrase | C1
unterbewusstsein,das Unterbewusstsein,das,noun,潜在意識,subconscious,,,,,C1,german_vocab_master.xlsx,noun | C1
unterdurchschnittlich,unterdurchschnittlich,,adj,平均以下の,below average,,,,,B2,german_vocab_master.xlsx,adj | B2
unterhaltung,die Unterhaltung,die,noun,雑談／娯楽,"conversation, entertainment",,,die Unterhaltungen,,A2,german_vocab_master.xlsx,noun | A2
unterlagen,die Unterlagen,die,noun,書類／資料,documents / papers,,,(Pluralwort),,B1,german_vocab_master.xlsx,noun | B1
unternehmen,das Unternehmen,das,noun,企業,enterprise,,,die Unternehmen,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
unternehmen mit (+dat.),unternehmen mit (+Dat.),,verb,〜と一緒に行う,to do / undertake with,unternahm,unternommen,,,B1,german_vocab_master.xlsx,Arbeit | verb | B1
unternehmer,der Unternehmer,der,noun,起業家／経営者,entrepreneur / businessman,,,die Unternehmer,,B1,german_vocab_master.xlsx,Wohnen | noun | B1
unternehmerin,die Unternehmerin,die,noun,経営者（女）,entrepreneur (f),,,die Unternehmerinnen,,B2,german_vocab_master.xlsx,Arbeit | noun | B2
unterricht,der Unterricht,der,noun,授業,lesson,,,,no plural,A1,german_vocab_master.xlsx,Schule | noun | A1
unterrichten,unterrichten,,verb,教える,to teach,unterrichtete,hat unterrichtet,,,A2,german_vocab_master.xlsx,verb | A2
unterscheiden,unterscheiden,,verb,区別する,to differentiate,unterschied,hat unterschieden,,irregular,A2,german_vocab_master.xlsx,verb | A2
unterschicht,die Unterschicht,die,noun,下流階級,lower class,,,die Unterschichten,,C1,german_vocab_master.xlsx,Gesellschaft | noun | C1
unterschied,der Unterschied,der,noun,違い,difference,,,die Unterschiede,,B2,german_vocab_master.xlsx,noun | B2
unterschiedlich,unterschiedlich,,adj,異なる,different,,,,,B2,german_vocab_master.xlsx,adj | B2
unterschreiben,unterschreiben,,verb,署名する,to sign,unterschrieb,hat unterschrieben,,irregular,A2,german_vocab_master.xlsx,verb | A2
unterstreichen,unterstreichen,,verb,下線を引く／強調する,to underline,unterstrich,hat unterstrichen,,irregular,C1,german_vocab_master.xlsx,verb | C1
unterstützen,unterstützen,,verb,支援する,to support / back,unterstützte,unterstützt,,,B1,german_vocab_master.xlsx,verb | B1
untersuchen,untersuchen,,verb,調査する,to investigate / examine / inspect,untersuchte,untersucht,,,B1,german_vocab_master.xlsx,verb | B1
untersuchung,die Untersuchung,die,noun,診察,examination,,,die Untersuchungen,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
unumgänglich,unumgänglich,,adj,避けられない,unavoidable,,,,,C1,german_vocab_master.xlsx,adj | C1
unvermeidlich,unvermeidlich,,adj,避けられない,inevitable,,,,,C1,german_vocab_master.xlsx,adj | C1
unverzichtbar,unverzichtbar,,adj,なくてはならない,indispensable,,,,,C1,german_vocab_master.xlsx,adj | C1
unverzüglich,unverzüglich,,adj/adv,即座に,immediate,,,,,B2,german_vocab_master.xlsx,adj/adv | B2
unvorhersehbar,unvorhersehbar,,adj,予見不可能な,unforeseeable,,,,,C1,german_vocab_master.xlsx,adj | C1
unwahrscheinlich,unwahrscheinlich,,adj/adv,ありそうもない,improbable,,,,,B2,german_vocab_master.xlsx,adj/adv | B2
unwichtig,unwichtig,,adj,重要でない,unimportant,,,,,A2,german_vocab_master.xlsx,adj | A2
unwille,der Unwille,der,noun,不満,reluctance / displeasure / indignation,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
unwohl,unwohl,,adj,気分が悪い,unwell / uncomfortable,,,,,B1,german_vocab_master.xlsx,Zeit | adj | B1
unzufrieden,unzufrieden,,adj,不満な,dissatisfied,,,,,A2,german_vocab_master.xlsx,adj | A2
unzureichend,unzureichend,,adj,不十分な,insufficient,,,,,B2,german_vocab_master.xlsx,adj | B2
unzutreffend,unzutreffend,,adj,当てはまらない,inaccurate,,,,,C1,german_vocab_master.xlsx,adj | C1
unzuverlässig,unzuverlässig,,adj,信頼できない,unreliable,,,,,B2,german_vocab_master.xlsx,adj | B2
urlaub,der Urlaub,der,noun,休暇,vacation,,,die Urlaube,,A1,german_vocab_master.xlsx,Reisen | noun | A1
ursache,die Ursache,die,noun,原因,cause / reason,,,die Ursachen,,B1,german_vocab_master.xlsx,noun | B1
ursprünglich,ursprünglich,,adj/adv,もともと／元来の,originally / original,,,,,B1,german_vocab_master.xlsx,adj/adv | B1
urteil,das Urteil,das,noun,判決／判断,verdict / judgment,,,die Urteile,,B1,german_vocab_master.xlsx,noun | B1
variante,die Variante,die,noun,変種,variant,,,die Varianten,,C1,german_vocab_master.xlsx,noun | C1
variation,die Variation,die,noun,変動,variation,,,die Variationen,,C1,german_vocab_master.xlsx,Wissenschaft | noun | C1
variieren,variieren,,verb,変化させる,to vary,variierte,hat variiert,,,C1,german_vocab_master.xlsx,verb | C1
vater,der Vater,der,noun,父,father,,,die Väter,,A1,german_vocab_master.xlsx,Familie | noun | A1
verabreden,verabreden,,verb,約束する,to arrange a meeting,verabredete,hat verabredet,,,A2,german_vocab_master.xlsx,verb | A2
verabschieden,verabschieden,,verb,見送る／可決する,to say goodbye to / pass (a law),verabschiedete,verabschiedet,,,B1,german_vocab_master.xlsx,Reisen | verb | B1
verallgemeinern,verallgemeinern,,verb,一般化する,to generalize,verallgemeinerte,hat verallgemeinert,,,C1,german_vocab_master.xlsx,verb | C1
verallgemeinerung,die Verallgemeinerung,die,noun,一般化,generalization,,,die Verallgemeinerungen,,C1,german_vocab_master.xlsx,noun | C1
verantwortlich,verantwortlich,,adj,責任のある,responsible,,,,,A2,german_vocab_master.xlsx,adj | A2
verantwortung,die Verantwortung,die,noun,責任,responsibility,,,die Verantwortungen,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
verarbeiten,verarbeiten,,verb,処理する,to process / deal with / work through,verarbeitete,verarbeitet,,,B1,german_vocab_master.xlsx,Arbeit | verb | B1
verbergen,verbergen,,verb,隠す,to hide,verbarg,hat verborgen,,irregular,C1,german_vocab_master.xlsx,verb | C1
verbieten,verbieten,,verb,禁止する,to forbid,verbot,hat verboten,,irregular,A2,german_vocab_master.xlsx,verb | A2
verbinden,verbinden,,verb,接続する,to connect,verband,hat verbunden,,irregular,A2,german_vocab_master.xlsx,verb | A2
verbindung,die Verbindung,die,noun,接続／つながり,connection / link / service,,,die Verbindungen,,B1,german_vocab_master.xlsx,noun | B1
verblüffend,verblüffend,,adj,驚異的な,astonishing,,,,,C1,german_vocab_master.xlsx,adj | C1
verbot,das Verbot,das,noun,禁止,prohibition,,,die Verbote,,B2,german_vocab_master.xlsx,Politik | noun | B2
verbrauch,der Verbrauch,der,noun,消費,consumption,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
verbrauchen,verbrauchen,,verb,消費する,to consume,verbrauchte,hat verbraucht,,,B2,german_vocab_master.xlsx,Umwelt | verb | B2
verbrechen,das Verbrechen,das,noun,犯罪,crime,,,die Verbrechen,,B1,german_vocab_master.xlsx,noun | B1
verbrecher,der Verbrecher,der,noun,犯罪者,criminal,,,die Verbrecher,,B2,german_vocab_master.xlsx,noun | B2
verbringen mit (+dat.),verbringen mit (+Dat.),,verb,〜をして過ごす,to spend (time) with,verbrachte,verbracht,,,B1,german_vocab_master.xlsx,verb | B1
verdeutlichen,verdeutlichen,,verb,明確にする,to clarify,verdeutlichte,hat verdeutlicht,,,C1,german_vocab_master.xlsx,verb | C1
verdienen,verdienen,,verb,稼ぐ,to earn,verdiente,hat verdient,,,A2,german_vocab_master.xlsx,verb | A2
verein,der Verein,der,noun,クラブ,"club, association",,,die Vereine,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
vereinsmitglied,das Vereinsmitglied,das,noun,クラブ会員,club member / association member,,,die Vereinsmitglieder,,B1,german_vocab_master.xlsx,noun | B1
verfassung,die Verfassung,die,noun,憲法,constitution,,,die Verfassungen,,B2,german_vocab_master.xlsx,Politik | noun | B2
verfassungsänderung,die Verfassungsänderung,die,noun,憲法改正,constitutional amendment,,,die Verfassungsänderungen,,C1,german_vocab_master.xlsx,Politik | noun | C1
verfolgen,verfolgen,,verb,追跡する,to pursue,verfolgte,hat verfolgt,,,B2,german_vocab_master.xlsx,verb | B2
verfügbar,verfügbar,,adj,利用可能な,available,,,,,B1,german_vocab_master.xlsx,adj | B1
verfügen,verfügen,,verb,～を所有する,to have at disposal,verfügte,hat verfügt,,+ über,B2,german_vocab_master.xlsx,verb | B2
verfügung,die Verfügung,die,noun,処分／命令,disposal / order / availability,,,die Verfügungen,,B1,german_vocab_master.xlsx,Zeit | noun | B1
vergessen,vergessen,,verb,忘れる,to forget,vergaß,hat vergessen,,irregular,A2,german_vocab_master.xlsx,verb | A2
vergleich,der Vergleich,der,noun,比較,comparison,,,die Vergleiche,,B2,german_vocab_master.xlsx,noun | B2
vergleichen,vergleichen,,verb,比較する,to compare,verglich,verglichen,,,B1,german_vocab_master.xlsx,verb | B1
vergnügen,das Vergnügen,das,noun,楽しみ／喜び,pleasure / enjoyment,,,die Vergnügen,,B1,german_vocab_master.xlsx,Freizeit | noun | B1
verhaften,verhaften,,verb,逮捕する,to arrest,verhaftete,verhaftet,,,B1,german_vocab_master.xlsx,verb | B1
verhalten,das Verhalten,das,noun,態度,behavior,,,,,B2,german_vocab_master.xlsx,Gefühle | noun | B2
verhandeln,verhandeln,,verb,交渉する,to negotiate,verhandelte,hat verhandelt,,,B2,german_vocab_master.xlsx,verb | B2
verhandlung,die Verhandlung,die,noun,交渉,negotiation,,,die Verhandlungen,,B2,german_vocab_master.xlsx,noun | B2
verheiratet,verheiratet,,adj,結婚している,married,,,,,A1,german_vocab_master.xlsx,adj | A1
verhältnis,das Verhältnis,das,noun,関係／比率,relationship / ratio / conditions,,,die Verhältnisse,,B1,german_vocab_master.xlsx,noun | B1
verkaufen,verkaufen,,verb,売る,to sell,verkaufte,hat verkauft,,,A1,german_vocab_master.xlsx,Einkaufen | verb | A1
verkehrsmaßnahme,die Verkehrsmaßnahme,die,noun,交通対策,traffic measure,,,die Verkehrsmaßnahmen,,B1,german_vocab_master.xlsx,Verkehr | noun | B1
